"","ANO","MES","COMPETEN","regiao","uf_sigla","cod_regsaud","regiao_saude_pad","CBO_recod","categoria_profissional","HORAS","FTE40"
"2072","2023","01","202301","Região Sudeste","SP","35082","ALTA ANHANGUERA","225","Médicos","3321","83"
"2073","2023","12","202312","Região Nordeste","CE","23001","1ª REGIAO FORTALEZA","2235","Enfermeiros","30170","754"
"2074","2023","07","202307","Região Nordeste","MA","21007","CODO","2235","Enfermeiros","5492","137"
"2075","2023","02","202302","Região Sudeste","MG","31027","TURMALINA/MINAS NOVAS/CAPELINHA","225","Médicos","2968","74"
"2076","2023","02","202302","Região Sudeste","MG","31065","ITAOBIM","225","Médicos","1589","39"
"2077","2023","05","202305","Região Norte","RO","11001","VALE DO JAMARI","225","Médicos","2950","73"
"2078","2023","09","202309","Região Nordeste","AL","27003","3ª REGIAO DE SAUDE","2235","Enfermeiros","4989","124"
"2079","2023","10","202310","Região Nordeste","MA","21006","CHAPADINHA","2235","Enfermeiros","7196","179"
"2080","2023","03","202303","Região Sudeste","RJ","33006","METROPOLITANA II","225","Médicos","27044","676"
"2081","2023","09","202309","Região Sudeste","MG","31060","PONTE NOVA","2235","Enfermeiros","6159","153"
"2082","2023","03","202303","Região Centro-Oeste","MT","51016","VALE DOS ARINOS","2235","Enfermeiros","1190","29"
"2083","2023","06","202306","Região Sul","SC","42013","SERRA CATARINENSE","2235","Enfermeiros","6367","159"
"2084","2023","06","202306","Região Sul","SC","42005","FOZ DO RIO ITAJAI","2235","Enfermeiros","15783","394"
"2085","2023","09","202309","Região Norte","TO","17004","CERRADO TOCANTINS ARAGUAIA","225","Médicos","3752","93"
"2086","2023","03","202303","Região Nordeste","BA","29011","ITABERABA","2235","Enfermeiros","4655","116"
"2087","2023","11","202311","Região Norte","PA","15009","RIO CAETES","225","Médicos","10905","272"
"2088","2023","10","202310","Região Nordeste","PB","25006","6ª REGIAO","2235","Enfermeiros","5779","144"
"2089","2023","10","202310","Região Nordeste","PB","25012","12ª REGIAO","225","Médicos","3857","96"
"2090","2023","05","202305","Região Nordeste","RN","24007","7ª REGIAO DE SAUDE - METROPOLITANA","2235","Enfermeiros","15977","399"
"2091","2023","04","202304","Região Nordeste","CE","23016","16ª REGIAO CAMOCIM","225","Médicos","2310","57"
"2092","2023","11","202311","Região Nordeste","MA","21012","PRESIDENTE DUTRA","225","Médicos","6132","153"
"2093","2023","02","202302","Região Nordeste","RN","24004","4ª REGIAO DE SAUDE - CAICO","2235","Enfermeiros","6702","167"
"2094","2023","02","202302","Região Sul","RS","43001","REGIAO 01","225","Médicos","8221","205"
"2095","2023","11","202311","Região Sudeste","SP","35022","LAGOS DO DRS II","225","Médicos","5288","132"
"2096","2023","11","202311","Região Sudeste","SP","35012","FRANCO DA ROCHA","225","Médicos","9346","233"
"2097","2023","12","202312","Região Sudeste","SP","35113","ALTO CAPIVARI","2235","Enfermeiros","1634","40"
"2098","2023","02","202302","Região Norte","AM","13008","TRIANGULO","2235","Enfermeiros","4374","109"
"2099","2023","09","202309","Região Sudeste","ES","32005","CENTRAL NORTE","2235","Enfermeiros","18062","451"
"2100","2023","03","202303","Região Nordeste","MA","21014","SANTA INES","2235","Enfermeiros","8210","205"
"2101","2023","03","202303","Região Nordeste","MA","21012","PRESIDENTE DUTRA","2235","Enfermeiros","6860","171"
"2102","2023","08","202308","Região Sudeste","MG","31072","UBERABA","2235","Enfermeiros","6783","169"
"2103","2023","12","202312","Região Sudeste","MG","31049","BRASILIA DE MINAS/SAO FRANCISCO","2235","Enfermeiros","6502","162"
"2104","2023","06","202306","Região Sul","RS","43003","REGIAO 03","225","Médicos","7594","189"
"2105","2023","04","202304","Região Sudeste","MG","31099","TEOFILO OTONI / MALACACHETA","2235","Enfermeiros","5981","149"
"2106","2023","04","202304","Região Sudeste","MG","31086","DIVINOPOLIS","2235","Enfermeiros","6503","162"
"2107","2023","04","202304","Região Sudeste","MG","31021","ITABIRA","225","Médicos","4550","113"
"2108","2023","05","202305","Região Sudeste","MG","31081","SANTA MARIA DO SUACUI","225","Médicos","1148","28"
"2109","2023","03","202303","Região Sudeste","SP","35142","MANTIQUEIRA","2235","Enfermeiros","4346","108"
"2110","2023","03","202303","Região Sudeste","SP","35173","LITORAL NORTE","2235","Enfermeiros","6238","155"
"2111","2023","03","202303","Região Sudeste","SP","35154","FERNANDOPOLIS","225","Médicos","2871","71"
"2112","2023","11","202311","Região Nordeste","PE","26005","GOIANA","2235","Enfermeiros","5678","141"
"2113","2023","09","202309","Região Sul","PR","41002","2ª RS METROPOLITANA","2235","Enfermeiros","42542","1063"
"2114","2023","07","202307","Região Nordeste","CE","23016","16ª REGIAO CAMOCIM","225","Médicos","2080","52"
"2115","2023","02","202302","Região Nordeste","MA","21004","BARRA DO CORDA","225","Médicos","3966","99"
"2116","2023","12","202312","Região Nordeste","PB","25012","12ª REGIAO","225","Médicos","3915","97"
"2117","2023","10","202310","Região Sul","PR","41014","14ª RS PARANAVAI","2235","Enfermeiros","6672","166"
"2118","2023","03","202303","Região Nordeste","RN","24007","7ª REGIAO DE SAUDE - METROPOLITANA","2235","Enfermeiros","16049","401"
"2119","2023","08","202308","Região Sudeste","SP","35051","NORTE - BARRETOS","225","Médicos","6501","162"
"2120","2023","03","202303","Região Norte","RO","11006","CONE SUL","225","Médicos","2764","69"
"2121","2023","02","202302","Região Norte","TO","17004","CERRADO TOCANTINS ARAGUAIA","2235","Enfermeiros","4634","115"
"2122","2023","12","202312","Região Nordeste","BA","29026","TEIXEIRA DE FREITAS","2235","Enfermeiros","9457","236"
"2123","2023","02","202302","Região Centro-Oeste","GO","52017","SUL","225","Médicos","3866","96"
"2124","2023","02","202302","Região Centro-Oeste","GO","52007","NORDESTE II","225","Médicos","2130","53"
"2125","2023","04","202304","Região Centro-Oeste","MS","50004","TRES LAGOAS","225","Médicos","5842","146"
"2126","2023","05","202305","Região Nordeste","PB","25008","8ª REGIAO","225","Médicos","2201","55"
"2127","2023","06","202306","Região Sudeste","SP","35033","NORTE DO DRS III","225","Médicos","3135","78"
"2128","2023","06","202306","Região Sudeste","SP","35141","BAIXA MOGIANA","225","Médicos","5288","132"
"2129","2023","04","202304","Região Norte","PA","15009","RIO CAETES","225","Médicos","10123","253"
"2130","2023","04","202304","Região Nordeste","PI","22010","VALE DO SAMBITO","2235","Enfermeiros","2738","68"
"2131","2023","07","202307","Região Nordeste","PI","22002","CHAPADA DAS MANGABEIRAS","2235","Enfermeiros","5996","149"
"2132","2023","05","202305","Região Sul","PR","41021","21ª RS TELEMACO BORBA","2235","Enfermeiros","3764","94"
"2133","2023","10","202310","Região Sudeste","SP","35023","CONSORCIOS DO DRS II","2235","Enfermeiros","6192","154"
"2134","2023","03","202303","Região Nordeste","CE","23015","15ª REGIAO CRATEUS","2235","Enfermeiros","7235","180"
"2135","2023","05","202305","Região Norte","PA","15013","MARAJO I","225","Médicos","1910","47"
"2136","2023","10","202310","Região Nordeste","RN","24001","1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU","2235","Enfermeiros","9599","239"
"2137","2023","01","202301","Região Sul","SC","42006","MEDIO VALE DO ITAJAI","2235","Enfermeiros","14205","355"
"2138","2023","04","202304","Região Sul","SC","42001","EXTREMO OESTE","225","Médicos","5524","138"
"2139","2023","08","202308","Região Nordeste","AL","27010","10ª REGIAO DE SAUDE","2235","Enfermeiros","3250","81"
"2140","2023","12","202312","Região Centro-Oeste","GO","52010","OESTE II","225","Médicos","3090","77"
"2141","2023","12","202312","Região Centro-Oeste","GO","52009","OESTE I","225","Médicos","2222","55"
"2142","2023","03","202303","Região Sudeste","MG","31055","PIRAPORA","225","Médicos","2468","61"
"2143","2023","05","202305","Região Nordeste","SE","28004","LAGARTO","225","Médicos","4280","107"
"2144","2023","02","202302","Região Sudeste","SP","35173","LITORAL NORTE","2235","Enfermeiros","6214","155"
"2145","2023","01","202301","Região Nordeste","CE","23017","17ª REGIAO ICO","225","Médicos","3091","77"
"2146","2023","11","202311","Região Sudeste","MG","31045","MURIAE","225","Médicos","3893","97"
"2147","2023","02","202302","Região Centro-Oeste","MT","51004","CENTRO NORTE","225","Médicos","1886","47"
"2148","2023","02","202302","Região Centro-Oeste","MT","51008","NOROESTE MATOGROSSENSE","225","Médicos","1885","47"
"2149","2023","02","202302","Região Norte","PA","15002","BAIXO AMAZONAS","2235","Enfermeiros","15897","397"
"2150","2023","01","202301","Região Sudeste","SP","35132","AQUIFERO GUARANI","225","Médicos","15022","375"
"2151","2023","02","202302","Região Sudeste","MG","31078","CONGONHAS","2235","Enfermeiros","2870","71"
"2152","2023","07","202307","Região Nordeste","PB","25005","5ª REGIAO","2235","Enfermeiros","3404","85"
"2153","2023","09","202309","Região Nordeste","AL","27001","1ª REGIAO DE SAUDE","225","Médicos","16961","424"
"2154","2023","09","202309","Região Nordeste","AL","27001","1ª REGIAO DE SAUDE","2235","Enfermeiros","16698","417"
"2155","2023","08","202308","Região Nordeste","CE","23011","11ª REGIAO SOBRAL","225","Médicos","11994","299"
"2156","2023","04","202304","Região Sul","PR","41004","4ª RS IRATI","2235","Enfermeiros","3066","76"
"2157","2023","09","202309","Região Nordeste","BA","29007","GUANAMBI","2235","Enfermeiros","8596","214"
"2158","2023","09","202309","Região Nordeste","BA","29014","JACOBINA","2235","Enfermeiros","8072","201"
"2159","2023","01","202301","Região Centro-Oeste","GO","52013","SAO PATRICIO I","225","Médicos","4070","101"
"2160","2023","04","202304","Região Centro-Oeste","GO","52007","NORDESTE II","225","Médicos","1980","49"
"2161","2023","11","202311","Região Centro-Oeste","GO","52014","SERRA DA MESA","225","Médicos","2738","68"
"2162","2023","03","202303","Região Centro-Oeste","MT","51006","MEDIO ARAGUAIA","225","Médicos","2874","71"
"2163","2023","03","202303","Região Centro-Oeste","MT","51016","VALE DOS ARINOS","225","Médicos","1005","25"
"2164","2023","10","202310","Região Centro-Oeste","MT","51015","VALE DO PEIXOTO","2235","Enfermeiros","1796","44"
"2165","2023","12","202312","Região Norte","PA","15002","BAIXO AMAZONAS","225","Médicos","10302","257"
"2166","2023","08","202308","Região Nordeste","BA","29006","FEIRA DE SANTANA","225","Médicos","16676","416"
"2167","2023","08","202308","Região Nordeste","BA","29021","SANTA MARIA DA VITORIA","2235","Enfermeiros","6202","155"
"2168","2023","05","202305","Região Nordeste","PE","26011","SALGUEIRO","2235","Enfermeiros","2725","68"
"2169","2023","10","202310","Região Nordeste","PI","22009","VALE DO RIO GUARIBAS","225","Médicos","8585","214"
"2170","2023","05","202305","Região Sudeste","SP","35093","MARILIA","225","Médicos","7542","188"
"2171","2023","05","202305","Região Sudeste","SP","35012","FRANCO DA ROCHA","2235","Enfermeiros","6594","164"
"2172","2023","11","202311","Região Nordeste","MA","21006","CHAPADINHA","225","Médicos","6956","173"
"2173","2023","11","202311","Região Centro-Oeste","MT","51009","NORTE ARAGUAIA KARAJA","2235","Enfermeiros","1496","37"
"2174","2023","02","202302","Região Sul","RS","43010","REGIAO 10","225","Médicos","35139","878"
"2175","2023","02","202302","Região Sul","RS","43030","REGIAO 30","225","Médicos","3145","78"
"2176","2023","07","202307","Região Sul","RS","43011","REGIAO 11","2235","Enfermeiros","5922","148"
"2177","2023","04","202304","Região Nordeste","SE","28001","ARACAJU","225","Médicos","11700","292"
"2178","2023","11","202311","Região Sudeste","SP","35111","ALTA PAULISTA","225","Médicos","3997","99"
"2179","2023","12","202312","Região Sudeste","SP","35012","FRANCO DA ROCHA","225","Médicos","10145","253"
"2180","2023","10","202310","Região Nordeste","BA","29025","SERRINHA","225","Médicos","10329","258"
"2181","2023","01","202301","Região Sudeste","MG","31009","SAO SEBASTIAO DO PARAISO","225","Médicos","2212","55"
"2182","2023","08","202308","Região Sudeste","MG","31050","CORACAO DE JESUS","225","Médicos","1524","38"
"2183","2023","12","202312","Região Sudeste","MG","31021","ITABIRA","2235","Enfermeiros","4767","119"
"2184","2023","12","202312","Região Sudeste","MG","31098","SALINAS","2235","Enfermeiros","2165","54"
"2185","2023","09","202309","Região Norte","PA","15013","MARAJO I","2235","Enfermeiros","3510","87"
"2186","2023","09","202309","Região Norte","RO","11003","CENTRAL","2235","Enfermeiros","5827","145"
"2187","2023","06","202306","Região Sul","RS","43006","REGIAO 06 - VALE DO PARANHANA E COSTA SERR","2235","Enfermeiros","3492","87"
"2188","2023","07","202307","Região Sudeste","SP","35094","OURINHOS","225","Médicos","6220","155"
"2189","2023","11","202311","Região Nordeste","CE","23003","3ª REGIAO MARACANAU","225","Médicos","10104","252"
"2190","2023","07","202307","Região Centro-Oeste","DF","53001","DISTRITO FEDERAL","2235","Enfermeiros","51651","1291"
"2191","2023","04","202304","Região Sudeste","MG","31006","POCOS DE CALDAS","225","Médicos","3693","92"
"2192","2023","09","202309","Região Nordeste","PE","26003","CARUARU","225","Médicos","20809","520"
"2193","2023","08","202308","Região Sul","PR","41015","15ª RS MARINGA","2235","Enfermeiros","16145","403"
"2194","2023","09","202309","Região Sul","RS","43006","REGIAO 06 - VALE DO PARANHANA E COSTA SERR","225","Médicos","5078","126"
"2195","2023","03","202303","Região Sudeste","SP","35062","BAURU","225","Médicos","10681","267"
"2196","2023","09","202309","Região Sul","PR","41011","11ª RS CAMPO MOURAO","2235","Enfermeiros","8125","203"
"2197","2023","10","202310","Região Norte","RO","11003","CENTRAL","225","Médicos","5749","143"
"2198","2023","06","202306","Região Centro-Oeste","MT","51005","GARCAS ARAGUAIA","225","Médicos","2438","60"
"2199","2023","01","202301","Região Nordeste","RN","24007","7ª REGIAO DE SAUDE - METROPOLITANA","2235","Enfermeiros","15899","397"
"2200","2023","12","202312","Região Sul","RS","43016","REGIAO 16","2235","Enfermeiros","6237","155"
"2201","2023","08","202308","Região Sudeste","SP","35023","CONSORCIOS DO DRS II","2235","Enfermeiros","5961","149"
"2202","2023","01","202301","Região Centro-Oeste","MT","51001","ALTO TAPAJOS","2235","Enfermeiros","1747","43"
"2203","2023","01","202301","Região Centro-Oeste","MT","51008","NOROESTE MATOGROSSENSE","2235","Enfermeiros","2713","67"
"2204","2023","06","202306","Região Norte","PA","15011","TOCANTINS","225","Médicos","8047","201"
"2205","2023","03","202303","Região Nordeste","PE","26003","CARUARU","225","Médicos","19490","487"
"2206","2023","03","202303","Região Sul","SC","42016","LAGUNA","225","Médicos","8305","207"
"2207","2023","04","202304","Região Sudeste","SP","35103","PIRACICABA","2235","Enfermeiros","5574","139"
"2208","2023","04","202304","Região Sudeste","SP","35095","TUPA","225","Médicos","2328","58"
"2209","2023","08","202308","Região Centro-Oeste","GO","52010","OESTE II","225","Médicos","2788","69"
"2210","2023","08","202308","Região Centro-Oeste","GO","52014","SERRA DA MESA","2235","Enfermeiros","3211","80"
"2211","2023","08","202308","Região Sul","SC","42005","FOZ DO RIO ITAJAI","225","Médicos","19901","497"
"2212","2023","06","202306","Região Sudeste","SP","35013","MANANCIAIS","2235","Enfermeiros","12787","319"
"2213","2023","02","202302","Região Nordeste","CE","23010","10ª REGIAO LIMOEIRO DO NORTE","225","Médicos","3966","99"
"2214","2023","02","202302","Região Nordeste","CE","23009","9ª REGIAO RUSSAS","2235","Enfermeiros","4244","106"
"2215","2023","04","202304","Região Nordeste","MA","21018","VIANA","2235","Enfermeiros","5306","132"
"2216","2023","08","202308","Região Centro-Oeste","MT","51008","NOROESTE MATOGROSSENSE","225","Médicos","2119","52"
"2217","2023","09","202309","Região Nordeste","PB","25010","10ª REGIAO","2235","Enfermeiros","2600","65"
"2218","2023","04","202304","Região Nordeste","PI","22005","PLANICIE LITORANEA","225","Médicos","4856","121"
"2219","2023","07","202307","Região Nordeste","PI","22001","CARNAUBAIS","225","Médicos","3372","84"
"2220","2023","10","202310","Região Sudeste","SP","35113","ALTO CAPIVARI","2235","Enfermeiros","1624","40"
"2221","2023","03","202303","Região Nordeste","CE","23020","20ª REGIAO CRATO","225","Médicos","5984","149"
"2222","2023","05","202305","Região Norte","PA","15012","XINGU","225","Médicos","3286","82"
"2223","2023","09","202309","Região Nordeste","PI","22009","VALE DO RIO GUARIBAS","2235","Enfermeiros","10142","253"
"2224","2023","01","202301","Região Sul","RS","43029","REGIAO 29","2235","Enfermeiros","4801","120"
"2225","2023","04","202304","Região Sul","SC","42010","ALTO URUGUAI CATARINENSE","2235","Enfermeiros","3291","82"
"2226","2023","09","202309","Região Sudeste","SP","35074","CIRCUITO DAS AGUAS","2235","Enfermeiros","3025","75"
"2227","2023","09","202309","Região Sudeste","SP","35174","VALE DO PARAIBA/REGIAO SERRANA","225","Médicos","9816","245"
"2228","2023","07","202307","Região Norte","AM","13003","RIO MADEIRA","2235","Enfermeiros","4006","100"
"2229","2023","03","202303","Região Sudeste","MG","31013","BARBACENA","2235","Enfermeiros","4615","115"
"2230","2023","03","202303","Região Sudeste","MG","31073","ITUIUTABA","2235","Enfermeiros","2614","65"
"2231","2023","07","202307","Região Sul","SC","42014","EXTREMO SUL CATARINENSE","2235","Enfermeiros","4945","123"
"2232","2023","07","202307","Região Sul","SC","42012","PLANALTO NORTE","2235","Enfermeiros","6782","169"
"2233","2023","02","202302","Região Sudeste","SP","35151","CATANDUVA","225","Médicos","9320","233"
"2234","2023","02","202302","Região Sudeste","SP","35151","CATANDUVA","2235","Enfermeiros","7162","179"
"2235","2023","01","202301","Região Nordeste","CE","23011","11ª REGIAO SOBRAL","225","Médicos","11639","290"
"2236","2023","08","202308","Região Nordeste","MA","21019","ZE DOCA","2235","Enfermeiros","6966","174"
"2237","2023","11","202311","Região Sudeste","MG","31097","JUIZ DE FORA","225","Médicos","9429","235"
"2238","2023","11","202311","Região Sudeste","MG","31009","SAO SEBASTIAO DO PARAISO","225","Médicos","2565","64"
"2239","2023","02","202302","Região Centro-Oeste","MT","51012","SUDOESTE MATOGROSSENSE","225","Médicos","2073","51"
"2240","2023","01","202301","Região Sudeste","SP","35153","JALES","225","Médicos","2477","61"
"2241","2023","01","202301","Região Sudeste","SP","35013","MANANCIAIS","225","Médicos","13237","330"
"2242","2023","01","202301","Região Norte","AM","13005","BAIXO AMAZONAS","2235","Enfermeiros","6428","160"
"2243","2023","01","202301","Região Nordeste","BA","29024","SENHOR DO BONFIM","2235","Enfermeiros","5521","138"
"2244","2023","02","202302","Região Sudeste","MG","31087","LAGOA DA PRATA/STO ANT DO MONTE","225","Médicos","2070","51"
"2245","2023","02","202302","Região Sudeste","MG","31021","ITABIRA","2235","Enfermeiros","4708","117"
"2246","2023","02","202302","Região Nordeste","PE","26009","PETROLINA","225","Médicos","8240","206"
"2247","2023","11","202311","Região Sul","PR","41014","14ª RS PARANAVAI","2235","Enfermeiros","6752","168"
"2248","2023","11","202311","Região Sul","PR","41007","7ª RS PATO BRANCO","225","Médicos","7640","191"
"2249","2023","05","202305","Região Sudeste","RJ","33001","BAIA DA ILHA GRANDE","2235","Enfermeiros","5135","128"
"2250","2023","08","202308","Região Nordeste","CE","23020","20ª REGIAO CRATO","2235","Enfermeiros","6080","152"
"2251","2023","10","202310","Região Nordeste","MA","21010","PEDREIRAS","225","Médicos","5279","131"
"2252","2023","12","202312","Região Nordeste","MA","21014","SANTA INES","2235","Enfermeiros","8636","215"
"2253","2023","12","202312","Região Norte","TO","17002","BICO DO PAPAGAIO","225","Médicos","5204","130"
"2254","2023","04","202304","Região Norte","AM","13001","MANAUS, ENTORNO E ALTO RIO NEGRO","2235","Enfermeiros","35832","895"
"2255","2023","06","202306","Região Centro-Oeste","GO","52003","ENTORNO NORTE","2235","Enfermeiros","5032","125"
"2256","2023","09","202309","Região Sudeste","MG","31082","SAO GOTARDO","2235","Enfermeiros","2130","53"
"2257","2023","09","202309","Região Sudeste","MG","31079","CONSELHEIRO LAFAIETE","225","Médicos","3691","92"
"2258","2023","03","202303","Região Centro-Oeste","MT","51004","CENTRO NORTE","2235","Enfermeiros","2036","50"
"2259","2023","07","202307","Região Centro-Oeste","MT","51015","VALE DO PEIXOTO","225","Médicos","1420","35"
"2260","2023","10","202310","Região Centro-Oeste","MT","51002","BAIXADA CUIABANA","225","Médicos","12546","313"
"2261","2023","10","202310","Região Centro-Oeste","MT","51013","SUL MATOGROSSENSE","225","Médicos","8187","204"
"2262","2023","10","202310","Região Centro-Oeste","MT","51004","CENTRO NORTE","225","Médicos","1863","46"
"2263","2023","12","202312","Região Norte","PA","15004","LAGO DE TUCURUI","2235","Enfermeiros","6902","172"
"2264","2023","11","202311","Região Norte","AP","16003","AREA SUDOESTE","225","Médicos","3697","92"
"2265","2023","03","202303","Região Nordeste","BA","29004","CAMACARI","2235","Enfermeiros","6816","170"
"2266","2023","10","202310","Região Sudeste","MG","31023","JOAO MONLEVADE","225","Médicos","2936","73"
"2267","2023","10","202310","Região Sudeste","MG","31080","PECANHA/SAO JOAO EVANGELISTA","225","Médicos","1593","39"
"2268","2023","05","202305","Região Nordeste","PE","26012","SERRA TALHADA","225","Médicos","3683","92"
"2269","2023","05","202305","Região Sudeste","SP","35103","PIRACICABA","225","Médicos","7157","178"
"2270","2023","05","202305","Região Sudeste","SP","35095","TUPA","2235","Enfermeiros","2524","63"
"2271","2023","04","202304","Região Nordeste","CE","23018","18ª REGIAO IGUATU","225","Médicos","6098","152"
"2272","2023","05","202305","Região Centro-Oeste","GO","52011","PIRINEUS","225","Médicos","6920","173"
"2273","2023","11","202311","Região Nordeste","MA","21019","ZE DOCA","225","Médicos","5990","149"
"2274","2023","11","202311","Região Nordeste","PI","22008","VALE DO CANINDE","2235","Enfermeiros","3130","78"
"2275","2023","06","202306","Região Nordeste","RN","24008","8ª REGIAO DE SAUDE - ACU","2235","Enfermeiros","3680","92"
"2276","2023","10","202310","Região Sul","RS","43009","REGIAO 09","2235","Enfermeiros","7121","178"
"2277","2023","12","202312","Região Sudeste","SP","35083","ALTA MOGIANA","225","Médicos","2864","71"
"2278","2023","03","202303","Região Nordeste","MA","21002","BACABAL","225","Médicos","5984","149"
"2279","2023","12","202312","Região Sudeste","MG","31072","UBERABA","2235","Enfermeiros","6432","160"
"2280","2023","12","202312","Região Sudeste","MG","31042","CARANGOLA","2235","Enfermeiros","2664","66"
"2281","2023","05","202305","Região Nordeste","MA","21002","BACABAL","2235","Enfermeiros","7062","176"
"2282","2023","04","202304","Região Sudeste","MG","31074","PATROCINIO / MONTE CARMELO","2235","Enfermeiros","3256","81"
"2283","2023","05","202305","Região Sudeste","MG","31052","JANAUBA/MONTE AZUL","2235","Enfermeiros","7374","184"
"2284","2023","11","202311","Região Nordeste","PB","25001","1ª REGIAO MATA ATLANTICA","225","Médicos","23745","593"
"2285","2023","12","202312","Região Sul","RS","43026","REGIAO 26","2235","Enfermeiros","4226","105"
"2286","2023","12","202312","Região Sul","RS","43025","REGIAO 25","2235","Enfermeiros","4887","122"
"2287","2023","08","202308","Região Sudeste","SP","35133","VALE DAS CACHOEIRAS","225","Médicos","4499","112"
"2288","2023","03","202303","Região Nordeste","PE","26010","RECIFE","2235","Enfermeiros","49356","1233"
"2289","2023","07","202307","Região Sul","PR","41004","4ª RS IRATI","225","Médicos","3923","98"
"2290","2023","04","202304","Região Sudeste","SP","35154","FERNANDOPOLIS","225","Médicos","2896","72"
"2291","2023","04","202304","Região Sudeste","SP","35154","FERNANDOPOLIS","2235","Enfermeiros","3605","90"
"2292","2023","04","202304","Região Sudeste","SP","35082","ALTA ANHANGUERA","225","Médicos","3582","89"
"2293","2023","08","202308","Região Norte","TO","17005","ILHA DO BANANAL","225","Médicos","4517","112"
"2294","2023","10","202310","Região Norte","TO","17004","CERRADO TOCANTINS ARAGUAIA","225","Médicos","3716","92"
"2295","2023","12","202312","Região Nordeste","BA","29011","ITABERABA","225","Médicos","4474","111"
"2296","2023","02","202302","Região Centro-Oeste","GO","52008","NORTE","2235","Enfermeiros","3092","77"
"2297","2023","01","202301","Região Nordeste","MA","21016","SAO LUIS","225","Médicos","13964","349"
"2298","2023","02","202302","Região Sul","PR","41020","20ª RS TOLEDO","2235","Enfermeiros","8571","214"
"2299","2023","04","202304","Região Sul","RS","43011","REGIAO 11","225","Médicos","5580","139"
"2300","2023","02","202302","Região Nordeste","AL","27006","6ª REGIAO DE SAUDE","2235","Enfermeiros","3492","87"
"2301","2023","04","202304","Região Nordeste","MA","21017","TIMON","2235","Enfermeiros","4310","107"
"2302","2023","04","202304","Região Norte","PA","15008","METROPOLITANA III","2235","Enfermeiros","16636","415"
"2303","2023","08","202308","Região Norte","PA","15013","MARAJO I","2235","Enfermeiros","3630","90"
"2304","2023","08","202308","Região Nordeste","PB","25005","5ª REGIAO","225","Médicos","2346","58"
"2305","2023","11","202311","Região Nordeste","BA","29017","PAULO AFONSO","225","Médicos","3496","87"
"2306","2023","11","202311","Região Nordeste","BA","29018","PORTO SEGURO","2235","Enfermeiros","6778","169"
"2307","2023","04","202304","Região Sudeste","ES","32004","SUL","2235","Enfermeiros","14868","371"
"2308","2023","03","202303","Região Norte","PA","15011","TOCANTINS","225","Médicos","7011","175"
"2309","2023","12","202312","Região Sudeste","RJ","33009","SERRANA","2235","Enfermeiros","12413","310"
"2310","2023","01","202301","Região Sul","RS","43019","REGIAO 19","2235","Enfermeiros","2509","62"
"2311","2023","01","202301","Região Sul","SC","42013","SERRA CATARINENSE","2235","Enfermeiros","5827","145"
"2312","2023","09","202309","Região Sudeste","SP","35155","SAO JOSE DO RIO PRETO","2235","Enfermeiros","11946","298"
"2313","2023","02","202302","Região Nordeste","PB","25002","2ª REGIAO","225","Médicos","5946","148"
"2314","2023","12","202312","Região Sul","PR","41018","18ª RS CORNELIO PROCOPIO","225","Médicos","6009","150"
"2315","2023","04","202304","Região Nordeste","BA","29012","ITABUNA","225","Médicos","8786","219"
"2316","2023","04","202304","Região Nordeste","BA","29004","CAMACARI","2235","Enfermeiros","6916","172"
"2317","2023","10","202310","Região Nordeste","CE","23007","7ª REGIAO ARACATI","225","Médicos","2150","53"
"2318","2023","11","202311","Região Sudeste","MG","31048","UBA","2235","Enfermeiros","6571","164"
"2319","2023","05","202305","Região Sul","RS","43007","REGIAO 07","225","Médicos","13397","334"
"2320","2023","12","202312","Região Nordeste","CE","23002","2ª REGIAO CAUCAIA","225","Médicos","10889","272"
"2321","2023","02","202302","Região Sudeste","MG","31041","ALEM  PARAIBA","225","Médicos","1052","26"
"2322","2023","02","202302","Região Sudeste","MG","31046","SANTOS DUMONT","2235","Enfermeiros","888","22"
"2323","2023","02","202302","Região Sudeste","MG","31055","PIRAPORA","2235","Enfermeiros","3407","85"
"2324","2023","07","202307","Região Sudeste","MG","31044","LEOPOLDINA / CATAGUASES","2235","Enfermeiros","2781","69"
"2325","2023","10","202310","Região Nordeste","MA","21003","BALSAS","225","Médicos","3900","97"
"2326","2023","04","202304","Região Sul","PR","41009","9ª RS FOZ DO IGUACU","2235","Enfermeiros","7206","180"
"2327","2023","04","202304","Região Centro-Oeste","GO","52011","PIRINEUS","2235","Enfermeiros","9128","228"
"2328","2023","08","202308","Região Nordeste","PE","26002","ARCOVERDE","225","Médicos","6950","173"
"2329","2023","10","202310","Região Sudeste","MG","31091","CASSIA","225","Médicos","1379","34"
"2330","2023","10","202310","Região Sudeste","MG","31093","PIUMHI","225","Médicos","2419","60"
"2331","2023","10","202310","Região Nordeste","PB","25004","4ª REGIAO","2235","Enfermeiros","3282","82"
"2332","2023","05","202305","Região Nordeste","PE","26002","ARCOVERDE","225","Médicos","6798","169"
"2333","2023","05","202305","Região Sudeste","SP","35142","MANTIQUEIRA","225","Médicos","5532","138"
"2334","2023","05","202305","Região Sudeste","SP","35061","VALE DO JURUMIRIM","2235","Enfermeiros","6089","152"
"2335","2023","05","202305","Região Sudeste","SP","35162","ITAPEVA","225","Médicos","5587","139"
"2336","2023","05","202305","Região Sudeste","SP","35143","RIO PARDO","2235","Enfermeiros","3263","81"
