"","ano","mes","competen","regiao","uf_sigla","cod_regsaud","regiao_saude_pad","cbo_recod","categoria_profissional","horas","fte40"
"3957",2019,3,"201903","Região Sudeste","MG","31075","UBERLANDIA / ARAGUARI","225","Médicos","9891",247
"3958",2019,3,"201903","Região Sudeste","MG","31017","BETIM","225","Médicos","10306",257
"3959",2014,11,"201411","Região Centro-Oeste","MT","51008","NOROESTE MATOGROSSENSE","225","Médicos","1510",37
"3960",2019,10,"201910","Região Centro-Oeste","MT","51010","NORTE MATOGROSSENSE","225","Médicos","960",24
"3961",2017,6,"201706","Região Norte","PA","15004","LAGO DE TUCURUI","225","Médicos","3423",85
"3962",2018,7,"201807","Região Nordeste","PE","26006","LIMOEIRO","225","Médicos","8316",207
"3963",2018,2,"201802","Região Sul","RS","43002","REGIAO 02","225","Médicos","2028",50
"3964",2019,6,"201906","Região Sul","RS","43005","REGIAO 05","225","Médicos","2490",62
"3965",2016,11,"201611","Região Sul","SC","42001","EXTREMO OESTE","225","Médicos","4627",115
"3966",2017,8,"201708","Região Sul","SC","42005","FOZ DO RIO ITAJAI","225","Médicos","12632",315
"3967",2014,1,"201401","Região Sudeste","SP","35132","AQUIFERO GUARANI","225","Médicos","11355",283
"3968",2015,3,"201503","Região Sudeste","SP","35022","LAGOS DO DRS II","225","Médicos","3995",99
"3969",2015,9,"201509","Região Norte","TO","17004","CERRADO TOCANTINS ARAGUAIA","225","Médicos","2776",69
"3970",2016,8,"201608","Região Nordeste","BA","29023","SEABRA","225","Médicos","2557",63
"3971",2016,8,"201608","Região Nordeste","BA","29005","CRUZ DAS ALMAS","225","Médicos","3760",94
"3972",2015,2,"201502","Região Nordeste","CE","23018","18ª REGIAO IGUATU","225","Médicos","5144",128
"3973",2014,4,"201404","Região Centro-Oeste","GO","52009","OESTE I","225","Médicos","1699",42
"3974",2018,6,"201806","Região Nordeste","MA","21012","PRESIDENTE DUTRA","225","Médicos","4586",114
"3975",2016,12,"201612","Região Sudeste","MG","31096","ITAMBACURI","225","Médicos","902",22
"3976",2017,12,"201712","Região Centro-Oeste","MT","51013","SUL MATOGROSSENSE","225","Médicos","5957",148
"3977",2017,8,"201708","Região Nordeste","PB","25006","6ª REGIAO","225","Médicos","4114",102
"3978",2017,11,"201711","Região Nordeste","PB","25006","6ª REGIAO","225","Médicos","4094",102
"3979",2015,7,"201507","Região Sul","PR","41008","8ª RS FRANCISCO BELTRAO","225","Médicos","6488",162
"3980",2017,11,"201711","Região Nordeste","RN","24001","1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU","225","Médicos","8171",204
"3981",2015,2,"201502","Região Sul","RS","43017","REGIAO 17","225","Médicos","6221",155
"3982",2016,6,"201606","Região Sul","RS","43018","REGIAO 18","225","Médicos","2887",72
"3983",2018,7,"201807","Região Sul","RS","43021","REGIAO 21","225","Médicos","13077",326
"3984",2019,11,"201911","Região Sul","RS","43030","REGIAO 30","225","Médicos","2275",56
"3985",2014,8,"201408","Região Sudeste","SP","35074","CIRCUITO DAS AGUAS","225","Médicos","2317",57
"3986",2016,3,"201603","Região Sudeste","SP","35023","CONSORCIOS DO DRS II","225","Médicos","3981",99
"3987",2016,3,"201603","Região Sudeste","SP","35113","ALTO CAPIVARI","225","Médicos","1057",26
"3988",2016,11,"201611","Região Sudeste","SP","35157","VOTUPORANGA","225","Médicos","3793",94
"3989",2016,11,"201611","Região Sudeste","SP","35101","ARARAS","225","Médicos","3740",93
"3990",2018,6,"201806","Região Sudeste","SP","35121","VALE DO RIBEIRA","225","Médicos","5570",139
"3991",2014,11,"201411","Região Norte","TO","17001","MEDIO NORTE ARAGUAIA","225","Médicos","3823",95
"3992",2014,11,"201411","Região Norte","TO","17008","AMOR PERFEITO","225","Médicos","1776",44
"3993",2014,5,"201405","Região Nordeste","BA","29006","FEIRA DE SANTANA","225","Médicos","14007",350
"3994",2015,9,"201509","Região Nordeste","BA","29014","JACOBINA","225","Médicos","5234",130
"3995",2019,2,"201902","Região Nordeste","BA","29001","ALAGOINHAS","225","Médicos","6356",158
"3996",2014,1,"201401","Região Nordeste","CE","23004","4ª REGIAO BATURITE","225","Médicos","2252",56
"3997",2016,8,"201608","Região Nordeste","CE","23005","5ª REGIAO CANINDE","225","Médicos","2922",73
"3998",2019,12,"201912","Região Nordeste","MA","21018","VIANA","225","Médicos","4412",110
"3999",2017,4,"201704","Região Sudeste","MG","31082","SAO GOTARDO","225","Médicos","1483",37
"4000",2017,4,"201704","Região Sudeste","MG","31049","BRASILIA DE MINAS/SAO FRANCISCO","225","Médicos","3972",99
"4001",2018,3,"201803","Região Sudeste","MG","31048","UBA","225","Médicos","5634",140
"4002",2016,6,"201606","Região Norte","PA","15001","ARAGUAIA","225","Médicos","5000",125
"4003",2017,1,"201701","Região Norte","PA","15001","ARAGUAIA","225","Médicos","5436",135
"4004",2017,2,"201702","Região Nordeste","PB","25013","13ª REGIAO","225","Médicos","908",22
"4005",2017,2,"201702","Região Nordeste","PB","25012","12ª REGIAO","225","Médicos","3308",82
"4006",2015,2,"201502","Região Nordeste","PE","26004","GARANHUNS","225","Médicos","7242",181
"4007",2017,12,"201712","Região Nordeste","PI","22007","TABULEIROS DO ALTO PARNAIBA","225","Médicos","960",24
"4008",2017,12,"201712","Região Nordeste","PI","22010","VALE DO SAMBITO","225","Médicos","2260",56
"4009",2014,8,"201408","Região Sul","PR","41003","3ª RS PONTA GROSSA","225","Médicos","8769",219
"4010",2015,5,"201505","Região Sudeste","RJ","33007","NOROESTE","225","Médicos","6246",156
"4011",2018,3,"201803","Região Sudeste","RJ","33001","BAIA DA ILHA GRANDE","225","Médicos","8547",213
"4012",2018,6,"201806","Região Sudeste","RJ","33004","MEDIO PARAIBA","225","Médicos","15155",378
"4013",2014,10,"201410","Região Sul","RS","43029","REGIAO 29","225","Médicos","4253",106
"4014",2016,8,"201608","Região Sul","SC","42001","EXTREMO OESTE","225","Médicos","4697",117
"4015",2014,3,"201403","Região Sudeste","SP","35082","ALTA ANHANGUERA","225","Médicos","2771",69
"4016",2016,10,"201610","Região Sudeste","SP","35092","ASSIS","225","Médicos","3778",94
"4017",2019,4,"201904","Região Sudeste","SP","35072","REGIAO METROPOLITANA DE CAMPINAS","225","Médicos","37345",933
"4018",2019,4,"201904","Região Sudeste","SP","35172","CIRCUITO DA FE E VALE HISTORICO","225","Médicos","6365",159
"4019",2019,4,"201904","Região Sudeste","SP","35065","LINS","225","Médicos","2184",54
"4020",2019,11,"201911","Região Norte","TO","17004","CERRADO TOCANTINS ARAGUAIA","225","Médicos","3108",77
"4021",2015,2,"201502","Região Nordeste","BA","29014","JACOBINA","225","Médicos","5806",145
"4022",2015,11,"201511","Região Nordeste","BA","29019","RIBEIRA DO POMBAL","225","Médicos","4398",109
"4023",2017,5,"201705","Região Nordeste","CE","23001","1ª REGIAO FORTALEZA","225","Médicos","27699",692
"4024",2016,2,"201602","Região Centro-Oeste","DF","53001","DISTRITO FEDERAL","225","Médicos","33194",829
"4025",2017,4,"201704","Região Centro-Oeste","GO","52009","OESTE I","225","Médicos","1842",46
"4026",2014,4,"201404","Região Nordeste","MA","21009","ITAPECURU MIRIM","225","Médicos","5530",138
"4027",2015,12,"201512","Região Sudeste","MG","31097","JUIZ DE FORA","225","Médicos","8482",212
"4028",2016,8,"201608","Região Sudeste","MG","31091","CASSIA","225","Médicos","768",19
"4029",2018,7,"201807","Região Sudeste","MG","31099","TEOFILO OTONI / MALACACHETA","225","Médicos","4344",108
"4030",2018,7,"201807","Região Sudeste","MG","31038","MANTENA","225","Médicos","1350",33
"4031",2018,7,"201807","Região Sudeste","MG","31050","CORACAO DE JESUS","225","Médicos","1394",34
"4032",2019,9,"201909","Região Sudeste","MG","31089","CAMPO BELO","225","Médicos","1595",39
"4033",2019,9,"201909","Região Sudeste","MG","31095","SERRO","225","Médicos","1160",29
"4034",2019,11,"201911","Região Sudeste","MG","31066","NANUQUE","225","Médicos","1050",26
"4035",2019,11,"201911","Região Sudeste","MG","31032","PARA DE MINAS","225","Médicos","3118",77
"4036",2015,9,"201509","Região Nordeste","PB","25011","11ª REGIAO","225","Médicos","1640",41
"4037",2017,3,"201703","Região Nordeste","PB","25005","5ª REGIAO","225","Médicos","1912",47
"4038",2016,7,"201607","Região Nordeste","PI","22005","PLANICIE LITORANEA","225","Médicos","4506",112
"4039",2018,1,"201801","Região Nordeste","RN","24007","7ª REGIAO DE SAUDE - METROPOLITANA","225","Médicos","12618",315
"4040",2016,6,"201606","Região Norte","RO","11001","VALE DO JAMARI","225","Médicos","2713",67
"4041",2017,2,"201702","Região Sul","RS","43025","REGIAO 25","225","Médicos","4736",118
"4042",2019,10,"201910","Região Sul","RS","43007","REGIAO 07","225","Médicos","10930",273
"4043",2015,9,"201509","Região Sudeste","SP","35103","PIRACICABA","225","Médicos","6970",174
"4044",2015,9,"201509","Região Sudeste","SP","35163","SOROCABA","225","Médicos","20450",511
"4045",2015,12,"201512","Região Sudeste","SP","35161","ITAPETININGA","225","Médicos","6182",154
"4046",2015,12,"201512","Região Sudeste","SP","35072","REGIAO METROPOLITANA DE CAMPINAS","225","Médicos","42242",1056
"4047",2014,8,"201408","Região Nordeste","BA","29025","SERRINHA","225","Médicos","8302",207
"4048",2018,11,"201811","Região Nordeste","CE","23009","9ª REGIAO RUSSAS","225","Médicos","3040",76
"4049",2018,9,"201809","Região Centro-Oeste","GO","52001","CENTRAL","225","Médicos","21352",533
"4050",2017,9,"201709","Região Sudeste","MG","31001","ALFENAS / MACHADO","225","Médicos","4141",103
"4051",2017,9,"201709","Região Sudeste","MG","31087","LAGOA DA PRATA/STO ANT DO MONTE","225","Médicos","1653",41
"4052",2019,10,"201910","Região Centro-Oeste","MS","50001","CAMPO GRANDE","225","Médicos","21247",531
"4053",2014,7,"201407","Região Nordeste","PB","25011","11ª REGIAO","225","Médicos","1620",40
"4054",2014,1,"201401","Região Nordeste","PE","26002","ARCOVERDE","225","Médicos","5046",126
"4055",2014,1,"201401","Região Nordeste","PE","26012","SERRA TALHADA","225","Médicos","3236",80
"4056",2017,1,"201701","Região Norte","RO","11002","CAFE","225","Médicos","2314",57
"4057",2019,2,"201902","Região Sul","SC","42012","PLANALTO NORTE","225","Médicos","5855",146
"4058",2016,1,"201601","Região Sudeste","SP","35171","ALTO VALE DO PARAIBA","225","Médicos","12304",307
"4059",2019,3,"201903","Região Sudeste","SP","35065","LINS","225","Médicos","2094",52
"4060",2014,8,"201408","Região Norte","AM","13005","BAIXO AMAZONAS","225","Médicos","3211",80
"4061",2015,12,"201512","Região Norte","AM","13006","REGIONAL PURUS","225","Médicos","1660",41
"4062",2018,1,"201801","Região Nordeste","BA","29001","ALAGOINHAS","225","Médicos","7090",177
"4063",2016,4,"201604","Região Nordeste","CE","23003","3ª REGIAO MARACANAU","225","Médicos","6832",170
"4064",2018,11,"201811","Região Centro-Oeste","GO","52005","ESTRADA DE FERRO","225","Médicos","4001",100
"4065",2014,5,"201405","Região Sudeste","MG","31088","OLIVEIRA/SANTO ANTONIO DO AMPARO","225","Médicos","1630",40
"4066",2017,1,"201701","Região Sudeste","MG","31095","SERRO","225","Médicos","907",22
"4067",2017,1,"201701","Região Sudeste","MG","31057","PATOS DE MINAS","225","Médicos","4169",104
"4068",2018,3,"201803","Região Nordeste","PB","25009","9ª REGIAO","225","Médicos","3154",78
"4069",2017,1,"201701","Região Nordeste","PI","22004","ENTRE RIOS","225","Médicos","19688",492
"4070",2017,5,"201705","Região Sul","PR","41005","5ª RS GUARAPUAVA","225","Médicos","7288",182
"4071",2017,7,"201707","Região Norte","AP","16001","AREA CENTRAL","225","Médicos","5696",142
"4072",2017,12,"201712","Região Nordeste","BA","29022","SANTO ANTONIO DE JESUS","225","Médicos","6396",159
"4073",2019,3,"201903","Região Nordeste","CE","23002","2ª REGIAO CAUCAIA","225","Médicos","7336",183
"4074",2019,3,"201903","Região Nordeste","CE","23017","17ª REGIAO ICO","225","Médicos","2341",58
"4075",2014,5,"201405","Região Nordeste","MA","21013","ROSARIO","225","Médicos","4874",121
"4076",2015,7,"201507","Região Sudeste","MG","31019","CURVELO","225","Médicos","3405",85
"4077",2015,7,"201507","Região Sudeste","MG","31020","GUANHAES","225","Médicos","1440",36
"4078",2016,5,"201605","Região Sudeste","MG","31038","MANTENA","225","Médicos","1324",33
"4079",2018,11,"201811","Região Sudeste","MG","31040","RESPLENDOR","225","Médicos","1545",38
"4080",2018,11,"201811","Região Sudeste","MG","31009","SAO SEBASTIAO DO PARAISO","225","Médicos","1962",49
"4081",2017,7,"201707","Região Centro-Oeste","MS","50004","TRES LAGOAS","225","Médicos","4369",109
"4082",2015,9,"201509","Região Centro-Oeste","MT","51015","VALE DO PEIXOTO","225","Médicos","1260",31
"4083",2015,1,"201501","Região Norte","PA","15010","TAPAJOS","225","Médicos","1916",47
"4084",2017,10,"201710","Região Nordeste","PB","25001","1ª REGIAO MATA ATLANTICA","225","Médicos","18706",467
"4085",2014,7,"201407","Região Nordeste","PI","22007","TABULEIROS DO ALTO PARNAIBA","225","Médicos","1080",27
"4086",2016,7,"201607","Região Sudeste","RJ","33004","MEDIO PARAIBA","225","Médicos","15956",398
"4087",2014,6,"201406","Região Nordeste","RN","24008","8ª REGIAO DE SAUDE - ACU","225","Médicos","2425",60
"4088",2019,2,"201902","Região Sul","RS","43005","REGIAO 05","225","Médicos","2600",65
"4089",2015,4,"201504","Região Norte","TO","17008","AMOR PERFEITO","225","Médicos","1666",41
"4090",2017,7,"201707","Região Nordeste","BA","29014","JACOBINA","225","Médicos","5390",134
"4091",2017,7,"201707","Região Nordeste","BA","29020","SALVADOR","225","Médicos","23877",596
"4092",2015,5,"201505","Região Centro-Oeste","GO","52001","CENTRAL","225","Médicos","20072",501
"4093",2016,9,"201609","Região Sudeste","MG","31016","BELO HORIZONTE/ NOVA LIMA/ CAETE","225","Médicos","49788",1244
"4094",2018,8,"201808","Região Sudeste","MG","31050","CORACAO DE JESUS","225","Médicos","1514",37
"4095",2019,1,"201901","Região Sudeste","MG","31092","PASSOS","225","Médicos","2672",66
"4096",2019,8,"201908","Região Sudeste","MG","31076","MANGA","225","Médicos","1106",27
"4097",2016,11,"201611","Região Norte","PA","15001","ARAGUAIA","225","Médicos","5201",130
"4098",2017,4,"201704","Região Nordeste","PB","25016","16ª REGIAO","225","Médicos","8566",214
"4099",2018,2,"201802","Região Nordeste","RN","24005","5ª REGIAO DE SAUDE - SANTA CRUZ","225","Médicos","3794",94
"4100",2017,4,"201704","Região Sul","RS","43015","REGIAO 15","225","Médicos","4293",107
"4101",2017,12,"201712","Região Sudeste","SP","35083","ALTA MOGIANA","225","Médicos","2712",67
"4102",2014,7,"201407","Região Norte","TO","17004","CERRADO TOCANTINS ARAGUAIA","225","Médicos","2850",71
"4103",2015,6,"201506","Região Nordeste","AL","27001","1ª REGIAO DE SAUDE","225","Médicos","14281",357
"4104",2015,6,"201506","Região Nordeste","AL","27003","3ª REGIAO DE SAUDE","225","Médicos","3875",96
"4105",2019,5,"201905","Região Nordeste","AL","27007","7ª REGIAO DE SAUDE","225","Médicos","8587",214
"4106",2018,8,"201808","Região Norte","AM","13007","REGIONAL JURUA","225","Médicos","1748",43
"4107",2014,7,"201407","Região Nordeste","BA","29023","SEABRA","225","Médicos","2405",60
"4108",2015,4,"201504","Região Centro-Oeste","GO","52016","SUDOESTE II","225","Médicos","3110",77
"4109",2017,12,"201712","Região Nordeste","MA","21010","PEDREIRAS","225","Médicos","4356",108
"4110",2015,5,"201505","Região Sudeste","MG","31040","RESPLENDOR","225","Médicos","1525",38
"4111",2015,5,"201505","Região Sudeste","MG","31025","VESPASIANO","225","Médicos","6163",154
"4112",2019,4,"201904","Região Sudeste","MG","31071","FRUTAL / ITURAMA","225","Médicos","3267",81
"4113",2018,8,"201808","Região Centro-Oeste","MS","50002","CORUMBA","225","Médicos","1608",40
"4114",2017,6,"201706","Região Centro-Oeste","MT","51011","OESTE MATOGROSSENSE","225","Médicos","3021",75
"4115",2014,1,"201401","Região Norte","PA","15008","METROPOLITANA III","225","Médicos","8983",224
"4116",2017,3,"201703","Região Norte","PA","15007","METROPOLITANA II","225","Médicos","3645",91
"4117",2017,8,"201708","Região Norte","PA","15013","MARAJO I","225","Médicos","1780",44
"4118",2017,8,"201708","Região Norte","PA","15012","XINGU","225","Médicos","3213",80
"4119",2019,10,"201910","Região Nordeste","PB","25007","7ª REGIAO","225","Médicos","2746",68
"4120",2019,9,"201909","Região Nordeste","PE","26004","GARANHUNS","225","Médicos","8234",205
"4121",2019,9,"201909","Região Nordeste","PE","26007","OURICURI","225","Médicos","3976",99
"4122",2019,9,"201909","Região Nordeste","PE","26011","SALGUEIRO","225","Médicos","1908",47
"4123",2019,11,"201911","Região Nordeste","PE","26007","OURICURI","225","Médicos","4016",100
"4124",2015,10,"201510","Região Sudeste","RJ","33005","METROPOLITANA I","225","Médicos","99063",2476
"4125",2016,11,"201611","Região Sudeste","RJ","33005","METROPOLITANA I","225","Médicos","109916",2747
"4126",2019,6,"201906","Região Sudeste","RJ","33002","BAIXADA LITORANEA","225","Médicos","9150",228
"4127",2014,9,"201409","Região Norte","RO","11006","CONE SUL","225","Médicos","2334",58
"4128",2014,1,"201401","Região Sul","RS","43005","REGIAO 05","225","Médicos","3074",76
"4129",2018,6,"201806","Região Sul","RS","43021","REGIAO 21","225","Médicos","13054",326
"4130",2017,5,"201705","Região Sul","SC","42003","XANXERE","225","Médicos","3926",98
"4131",2014,10,"201410","Região Sudeste","SP","35112","ALTA SOROCABANA","225","Médicos","5812",145
"4132",2014,10,"201410","Região Sudeste","SP","35072","REGIAO METROPOLITANA DE CAMPINAS","225","Médicos","42973",1074
"4133",2016,4,"201604","Região Sudeste","SP","35071","BRAGANCA","225","Médicos","5821",145
"4134",2017,1,"201701","Região Sudeste","SP","35083","ALTA MOGIANA","225","Médicos","2784",69
"4135",2017,1,"201701","Região Sudeste","SP","35095","TUPA","225","Médicos","1909",47
"4136",2016,1,"201601","Região Norte","TO","17007","CANTAO","225","Médicos","2180",54
"4137",2014,12,"201412","Região Nordeste","CE","23015","15ª REGIAO CRATEUS","225","Médicos","4410",110
"4138",2019,7,"201907","Região Nordeste","CE","23004","4ª REGIAO BATURITE","225","Médicos","2252",56
"4139",2016,11,"201611","Região Sudeste","MG","31087","LAGOA DA PRATA/STO ANT DO MONTE","225","Médicos","1661",41
"4140",2016,11,"201611","Região Sudeste","MG","31057","PATOS DE MINAS","225","Médicos","4249",106
"4141",2016,11,"201611","Região Sudeste","MG","31009","SAO SEBASTIAO DO PARAISO","225","Médicos","2212",55
"4142",2018,4,"201804","Região Sudeste","MG","31068","PEDRA AZUL","225","Médicos","1245",31
"4143",2019,12,"201912","Região Sudeste","MG","31070","ARAXA","225","Médicos","3580",89
"4144",2019,12,"201912","Região Sudeste","MG","31012","VARGINHA","225","Médicos","2575",64
"4145",2016,10,"201610","Região Centro-Oeste","MS","50001","CAMPO GRANDE","225","Médicos","19966",499
"4146",2016,2,"201602","Região Nordeste","PI","22010","VALE DO SAMBITO","225","Médicos","2148",53
"4147",2017,7,"201707","Região Sul","PR","41002","2ª RS METROPOLITANA","225","Médicos","38275",956
"4148",2017,9,"201709","Região Sul","PR","41002","2ª RS METROPOLITANA","225","Médicos","37984",949
"4149",2016,8,"201608","Região Sudeste","RJ","33003","CENTRO-SUL","225","Médicos","5582",139
"4150",2019,10,"201910","Região Sudeste","RJ","33001","BAIA DA ILHA GRANDE","225","Médicos","6684",167
"4151",2014,12,"201412","Região Norte","RO","11007","VALE DO GUAPORE","225","Médicos","760",19
"4152",2014,2,"201402","Região Sul","RS","43019","REGIAO 19","225","Médicos","2233",55
"4153",2014,2,"201402","Região Sul","RS","43008","REGIAO 08","225","Médicos","10297",257
"4154",2015,9,"201509","Região Sul","RS","43002","REGIAO 02","225","Médicos","2247",56
"4155",2015,6,"201506","Região Sudeste","SP","35052","SUL - BARRETOS","225","Médicos","2108",52
"4156",2015,10,"201510","Região Sudeste","SP","35081","TRES COLINAS","225","Médicos","4338",108
"4157",2017,6,"201706","Região Nordeste","BA","29010","IRECE","225","Médicos","5611",140
"4158",2015,1,"201501","Região Nordeste","CE","23010","10ª REGIAO LIMOEIRO DO NORTE","225","Médicos","3288",82
"4159",2018,6,"201806","Região Sudeste","MG","31074","PATROCINIO / MONTE CARMELO","225","Médicos","3033",75
"4160",2019,2,"201902","Região Sudeste","MG","31089","CAMPO BELO","225","Médicos","1564",39
"4161",2019,2,"201902","Região Sudeste","MG","31095","SERRO","225","Médicos","960",24
"4162",2019,2,"201902","Região Sudeste","MG","31009","SAO SEBASTIAO DO PARAISO","225","Médicos","1979",49
"4163",2019,7,"201907","Região Sudeste","MG","31085","TAIOBEIRAS","225","Médicos","2952",73
"4164",2018,4,"201804","Região Norte","PA","15004","LAGO DE TUCURUI","225","Médicos","3472",86
"4165",2019,7,"201907","Região Nordeste","PB","25008","8ª REGIAO","225","Médicos","1840",46
"4166",2015,10,"201510","Região Sul","PR","41006","6ª RS UNIAO DA VITORIA","225","Médicos","3127",78
"4167",2016,7,"201607","Região Sul","PR","41004","4ª RS IRATI","225","Médicos","2448",61
"4168",2016,12,"201612","Região Sul","RS","43009","REGIAO 09","225","Médicos","6245",156
"4169",2016,1,"201601","Região Nordeste","AL","27002","2ª REGIAO DE SAUDE","225","Médicos","3204",80
"4170",2014,2,"201402","Região Nordeste","BA","29018","PORTO SEGURO","225","Médicos","4786",119
"4171",2014,5,"201405","Região Centro-Oeste","GO","52016","SUDOESTE II","225","Médicos","3100",77
"4172",2014,7,"201407","Região Sudeste","MG","31073","ITUIUTABA","225","Médicos","2336",58
"4173",2017,3,"201703","Região Sudeste","MG","31088","OLIVEIRA/SANTO ANTONIO DO AMPARO","225","Médicos","1594",39
"4174",2018,10,"201810","Região Sudeste","MG","31099","TEOFILO OTONI / MALACACHETA","225","Médicos","4332",108
"4175",2014,11,"201411","Região Norte","PA","15008","METROPOLITANA III","225","Médicos","9637",240
"4176",2018,5,"201805","Região Norte","RR","14001","CENTRO NORTE","225","Médicos","6506",162
"4177",2015,3,"201503","Região Sul","RS","43019","REGIAO 19","225","Médicos","2655",66
"4178",2015,3,"201503","Região Sul","RS","43016","REGIAO 16","225","Médicos","4648",116
"4179",2015,6,"201506","Região Sul","SC","42005","FOZ DO RIO ITAJAI","225","Médicos","10793",269
"4180",2017,3,"201703","Região Sul","SC","42009","ALTO VALE DO RIO DO PEIXE","225","Médicos","4062",101
"4181",2016,8,"201608","Região Sudeste","SP","35101","ARARAS","225","Médicos","3745",93
"4182",2018,1,"201801","Região Sudeste","SP","35021","CENTRAL DO DRS II","225","Médicos","4611",115
"4183",2017,12,"201712","Região Norte","TO","17002","BICO DO PAPAGAIO","225","Médicos","3806",95
"4184",2019,5,"201905","Região Norte","AC","12003","JURUA E TARAUACA/ENVIRA","225","Médicos","3520",88
"4185",2018,7,"201807","Região Nordeste","MA","21010","PEDREIRAS","225","Médicos","4572",114
"4186",2016,1,"201601","Região Sudeste","MG","31025","VESPASIANO","225","Médicos","6895",172
"4187",2017,11,"201711","Região Sudeste","MG","31081","SANTA MARIA DO SUACUI","225","Médicos","810",20
"4188",2017,11,"201711","Região Sudeste","MG","31006","POCOS DE CALDAS","225","Médicos","3354",83
"4189",2017,11,"201711","Região Sudeste","MG","31028","BOM DESPACHO","225","Médicos","1783",44
"4190",2017,11,"201711","Região Sudeste","MG","31052","JANAUBA/MONTE AZUL","225","Médicos","5744",143
"4191",2019,6,"201906","Região Sudeste","MG","31041","ALEM  PARAIBA","225","Médicos","895",22
"4192",2019,6,"201906","Região Sudeste","MG","31070","ARAXA","225","Médicos","3173",79
"4193",2019,6,"201906","Região Sudeste","MG","31048","UBA","225","Médicos","5274",131
"4194",2017,12,"201712","Região Nordeste","PB","25013","13ª REGIAO","225","Médicos","928",23
"4195",2018,1,"201801","Região Sul","RS","43005","REGIAO 05","225","Médicos","2670",66
"4196",2018,1,"201801","Região Sul","RS","43008","REGIAO 08","225","Médicos","10866",271
"4197",2019,8,"201908","Região Sul","RS","43007","REGIAO 07","225","Médicos","10668",266
"4198",2018,3,"201803","Região Sul","SC","42009","ALTO VALE DO RIO DO PEIXE","225","Médicos","4311",107
"4199",2014,5,"201405","Região Sudeste","SP","35094","OURINHOS","225","Médicos","3168",79
"4200",2014,5,"201405","Região Sudeste","SP","35073","JUNDIAI","225","Médicos","11005",275
"4201",2014,12,"201412","Região Sudeste","SP","35157","VOTUPORANGA","225","Médicos","4074",101
"4202",2017,2,"201702","Região Sudeste","SP","35012","FRANCO DA ROCHA","225","Médicos","5291",132
"4203",2018,5,"201805","Região Sudeste","SP","35094","OURINHOS","225","Médicos","3838",95
"4204",2018,7,"201807","Região Norte","AM","13006","REGIONAL PURUS","225","Médicos","2094",52
"4205",2018,6,"201806","Região Nordeste","BA","29017","PAULO AFONSO","225","Médicos","2927",73
"4206",2017,12,"201712","Região Sudeste","ES","32004","SUL","225","Médicos","12721",318
"4207",2019,8,"201908","Região Centro-Oeste","GO","52002","CENTRO SUL","225","Médicos","10538",263
"4208",2015,11,"201511","Região Nordeste","MA","21019","ZE DOCA","225","Médicos","4965",124
"4209",2015,2,"201502","Região Sudeste","MG","31038","MANTENA","225","Médicos","1278",31
"4210",2017,8,"201708","Região Sudeste","MG","31068","PEDRA AZUL","225","Médicos","1205",30
"4211",2017,12,"201712","Região Sudeste","MG","31091","CASSIA","225","Médicos","976",24
"4212",2017,2,"201702","Região Centro-Oeste","MS","50004","TRES LAGOAS","225","Médicos","4548",113
"4213",2014,9,"201409","Região Norte","PA","15007","METROPOLITANA II","225","Médicos","3961",99
"4214",2014,3,"201403","Região Nordeste","PB","25007","7ª REGIAO","225","Médicos","2756",68
"4215",2019,7,"201907","Região Nordeste","PI","22002","CHAPADA DAS MANGABEIRAS","225","Médicos","4180",104
"4216",2016,8,"201608","Região Norte","RO","11001","VALE DO JAMARI","225","Médicos","2643",66
"4217",2017,11,"201711","Região Sul","RS","43006","REGIAO 06 - VALE DO PARANHANA E COSTA SERR","225","Médicos","3417",85
"4218",2014,8,"201408","Região Sul","SC","42011","NORDESTE","225","Médicos","7489",187
"4219",2019,1,"201901","Região Sul","SC","42014","EXTREMO SUL CATARINENSE","225","Médicos","3764",94
"4220",2015,11,"201511","Região Sudeste","SP","35064","JAU","225","Médicos","4679",116
"4221",2017,11,"201711","Região Sudeste","SP","35121","VALE DO RIBEIRA","225","Médicos","5902",147
"4222",2019,5,"201905","Região Sudeste","SP","35121","VALE DO RIBEIRA","225","Médicos","5236",130
"4223",2019,3,"201903","Região Nordeste","BA","29016","JUAZEIRO","225","Médicos","7186",179
"4224",2015,4,"201504","Região Sudeste","MG","31064","ARACUAI","225","Médicos","1746",43
"4225",2015,4,"201504","Região Sudeste","MG","31034","CARATINGA","225","Médicos","3595",89
"4226",2017,2,"201702","Região Sudeste","MG","31078","CONGONHAS","225","Médicos","2286",57
"4227",2018,5,"201805","Região Sudeste","MG","31066","NANUQUE","225","Médicos","942",23
"4228",2014,5,"201405","Região Nordeste","PB","25009","9ª REGIAO","225","Médicos","2990",74
"4229",2016,10,"201610","Região Sul","RS","43006","REGIAO 06 - VALE DO PARANHANA E COSTA SERR","225","Médicos","2980",74
"4230",2018,4,"201804","Região Sul","RS","43018","REGIAO 18","225","Médicos","2765",69
"4231",2018,10,"201810","Região Sul","RS","43010","REGIAO 10","225","Médicos","26578",664
"4232",2014,7,"201407","Região Sudeste","SP","35121","VALE DO RIBEIRA","225","Médicos","5351",133
"4233",2018,8,"201808","Região Sudeste","SP","35061","VALE DO JURUMIRIM","225","Médicos","5107",127
