"","uf_sigla","cod_regsaude","regiao_saude","nec_med","oferta_med","rr_med","ra_med","ano","nec_enf","oferta_enf","rr_enf","classificacao","cenario"
"340","RS",43015,"Região 15 - Caminho das Águas",23.0998483794954,22.3946907388384,96.9473494844108,-0.705157640656985,2023,35.9301245210728,21.8534735230729,60.8221480286158,"Ambos déficit","Cenário 1"
"341","RS",43016,"Região 16 - Alto Uruguai Gaúcho",38.3772120279219,15.1263903447784,39.4150318521652,-23.2508216831435,2023,39.0806800766284,13.184201518879,33.7358548854006,"Ambos déficit","Cenário 1"
"342","RS",43017,"Região 17 - Planalto",73.0319019905344,36.1974776635232,49.5639257323666,-36.8344243270111,2023,77.9980555555556,31.0589921390127,39.8202133601784,"Ambos déficit","Cenário 1"
"343","RS",43018,"Região 18 - Araucárias",20.8179655904881,11.9426159733327,57.366873441223,-8.87534961715546,2023,22.9305268199234,9.52252639283355,41.5277261949334,"Ambos déficit","Cenário 1"
"344","RS",43019,"Região 19 - Botucaraí",12.5525976626642,12.5827845982143,100.240483574487,0.0301869355500859,2023,18.7908620689655,10.7852439413265,57.3962168512702,"Superávit em médicos e déficit de enfermeiros","Cenário 1"
"345","RS",43020,"Região 20 - Rota da Produção",22.413128739321,16.0808552106154,71.7474806736982,-6.33227352870557,2023,32.2257567049808,17.7504521996957,55.0815683311857,"Ambos déficit","Cenário 1"
"346","RS",43021,"Região 21 - Sul",113.548560039815,48.3518407891232,42.5825222021035,-65.1967192506922,2023,124.871724137931,51.7477191485246,41.4407020530644,"Ambos déficit","Cenário 1"
"347","RS",43022,"Região 22 - Pampa",29.5649442270576,11.1432946031056,37.6909035157503,-18.4216496239519,2023,31.1181704980843,12.1344771419264,38.9948282553224,"Ambos déficit","Cenário 1"
"348","RS",43023,"Região 23 - Caxias e Hortênsias",66.7135807537793,25.8753129935668,38.7856755719126,-40.8382677602125,2023,101.027710727969,20.588477984514,20.3790404000654,"Ambos déficit","Cenário 1"
"349","RS",43024,"Região 24 - Campos de Cima da Serra",20.5109559154731,9.16820083158,44.6990421575801,-11.3427550838931,2023,20.0030268199234,6.89633219784257,34.476443289941,"Ambos déficit","Cenário 1"
"350","RS",43025,"Região 25 - Vinhedos e Basalto",33.1916986238571,18.4100864801173,55.4659364943883,-14.7816121437398,2023,54.2452394636015,12.6321245038467,23.2870656093662,"Ambos déficit","Cenário 1"
"351","RS",43026,"Região 26 - Uva Vale",28.8560740425981,16.2169049410584,56.1992768562994,-12.6391691015397,2023,31.1465229885057,12.5870176434067,40.4122721757794,"Ambos déficit","Cenário 1"
"352","RS",43027,"Região 27 - Jacuí Centro",29.9233899239953,10.4453300337988,34.9069074738179,-19.4780598901965,2023,30.2483045977011,11.0843384593959,36.6444949785328,"Ambos déficit","Cenário 1"
"353","RS",43028,"Região 28 - Vinte e Oito",37.1456508199116,16.6085480035257,44.7119585656116,-20.5371028163859,2023,54.6681513409962,14.7302003126507,26.9447565928655,"Ambos déficit","Cenário 1"
"354","RS",43029,"Região 29 - Vales e Montanhas",27.2009013631537,29.2959275479073,107.702046916694,2.09502618475369,2023,40.6703448275862,23.3860405953008,57.5014563914845,"Superávit em médicos e déficit de enfermeiros","Cenário 1"
"355","RS",43030,"Região 30 - Vale da Luz",22.1261153313998,10.7408061540877,48.5435694120472,-11.3853091773121,2023,21.7634099616858,7.6172043643785,35.0000499820041,"Ambos déficit","Cenário 1"
"356","SC",42001,"Extremo Oeste",44.2898768184527,16.6652897689979,37.6277627443176,-27.6245870494548,2023,45.3252681992337,16.9383313801927,37.3706147876233,"Ambos déficit","Cenário 1"
"357","SC",42002,"Oeste",82.9032990991417,33.6226918830716,40.5565185564728,-49.2806072160701,2023,84.745153256705,31.6133676669518,37.3040421216661,"Ambos déficit","Cenário 1"
"358","SC",42003,"Xanxerê",28.879352474874,9.92651412275937,34.3723569681688,-18.9528383521146,2023,43.6225862068965,8.84594023921355,20.278348920576,"Ambos déficit","Cenário 1"
"359","SC",42004,"Alto Vale do Itajaí",40.415189952189,18.7798046764267,46.4671938908197,-21.6353852757623,2023,63.1286015325671,16.7630055689165,26.553741350137,"Ambos déficit","Cenário 1"
"360","SC",42005,"Foz do Rio Itajaí",118.464106797253,60.36960398002,50.9602491523785,-58.0945028172333,2023,168.553572796935,47.9334864963606,28.4381313910851,"Ambos déficit","Cenário 1"
"361","SC",42006,"Médio Vale do Itajaí",90.3151969129034,44.2699852149457,49.0172049977791,-46.0452116979577,2023,149.839291187739,35.7144565649016,23.8351745271897,"Ambos déficit","Cenário 1"
"362","SC",42007,"Grande Florianópolis",226.473170772611,115.756912743799,51.1128591298015,-110.716258028811,2023,239.944444444444,94.4627642031003,39.3685981860571,"Ambos déficit","Cenário 1"
"363","SC",42008,"Meio Oeste",27.5369102835079,13.6946143867796,49.7318480751322,-13.8422958967283,2023,39.2133716475096,11.1508078528838,28.4362384166269,"Ambos déficit","Cenário 1"
"364","SC",42009,"Alto Vale do Rio do Peixe",39.4485952059972,15.7990693382897,40.0497641444222,-23.6495258677074,2023,63.1542816091954,15.8073497729534,25.0297357046522,"Ambos déficit","Cenário 1"
"365","SC",42010,"Alto Uruguai Catarinense",19.1234122368898,8.22556928824067,43.013083577068,-10.8978429486491,2023,30.3569252873563,6.7401078302799,22.2028672748592,"Ambos déficit","Cenário 1"
"366","SC",42011,"Nordeste",93.1478943427988,31.7380366605927,34.0727365707181,-61.4098576822062,2023,142.708227969349,29.7362001759299,20.8370607631094,"Ambos déficit","Cenário 1"
"367","SC",42012,"Planalto Norte",44.3639700809169,23.364087713854,52.6645556545987,-20.9998823670629,2023,71.7398275862069,18.1523041583464,25.3029659661971,"Ambos déficit","Cenário 1"
"368","SC",42013,"Serra Catarinense",56.3496334609558,22.7259424681285,40.3302400961935,-33.6236909928273,2023,56.7517816091954,20.6719302682541,36.4251653112942,"Ambos déficit","Cenário 1"
"369","SC",42014,"Extremo Sul Catarinense",24.4776781609195,32.7113780240639,133.637585268566,8.23369986314436,2023,40.7961302681992,32.4534696559372,79.5503628471224,"Superávit em médicos e déficit de enfermeiros","Cenário 1"
"370","SC",42015,"Carbonífera",52.6460433040679,26.7330916963583,50.778919019528,-25.9129516077096,2023,85.1633524904215,21.5479372359501,25.3018893759186,"Ambos déficit","Cenário 1"
"371","SC",42016,"Laguna",66.6271465329956,26.5047428588787,39.7806963648861,-40.1224036741169,2023,71.9815421455939,24.3489028848004,33.8265924277517,"Ambos déficit","Cenário 1"
"372","SC",42017,"Vale do Itapocu",42.5355694479966,17.1117501052022,40.2292724119347,-25.4238193427944,2023,64.1238505747126,12.9529686760296,20.1999233669503,"Ambos déficit","Cenário 1"
"373","SE",28001,"Aracaju",92.7912151446278,30.6972054445688,33.0820168662766,-62.094009700059,2023,151.628237547893,35.3022134419589,23.2820838735981,"Ambos déficit","Cenário 1"
"374","SE",28002,"Estância",37.931897607789,13.2527956324996,34.9383934585394,-24.6791019752894,2023,48.0842337164751,15.4555016652116,32.14255582473,"Ambos déficit","Cenário 1"
"375","SE",28003,"Itabaiana",30.6042572268797,10.2437713727406,33.47172027996,-20.360485854139,2023,47.823132183908,10.331324974217,21.6031959899385,"Ambos déficit","Cenário 1"
"376","SE",28004,"Lagarto",38.2598939319333,14.6014093675411,38.1637476400691,-23.6584845643922,2023,48.0650287356322,15.1735981235986,31.5688943141106,"Ambos déficit","Cenário 1"
"377","SE",28005,"Nossa Senhora da Glória",31.0197298125267,9.70300458757186,31.2801067134166,-21.3167252249548,2023,40.8458812260536,11.4290667101851,27.9809527108332,"Ambos déficit","Cenário 1"
"378","SE",28006,"Nossa Senhora do Socorro",42.6346407235662,17.7380298742803,41.6047363675229,-24.8966108492859,2023,69.0901245210728,17.5391730371247,25.3859334582255,"Ambos déficit","Cenário 1"
"379","SE",28007,"Propriá",21.8938286391326,7.07118699784933,32.2976264882718,-14.8226416412833,2023,30.5805842911877,8.42857063261237,27.5618364657643,"Ambos déficit","Cenário 1"
"380","SP",35011,"Alto do Tietê",439.482258639363,107.114597652115,24.3729059697976,-332.367660987248,2023,574.08316091954,80.7605413681062,14.0677425965164,"Ambos déficit","Cenário 1"
"381","SP",35012,"Franco da Rocha",81.3054426472218,24.0973501890841,29.6380530066612,-57.2080924581376,2023,116.553764367816,21.1489930323566,18.1452681061552,"Ambos déficit","Cenário 1"
"382","SP",35013,"Mananciais",144.248028457034,55.6888226592094,38.6062972609689,-88.5592057978242,2023,213.871685823755,52.3190737303775,24.462833183768,"Ambos déficit","Cenário 1"
"383","SP",35014,"Rota dos Bandeirantes",264.083574319781,90.0711927054435,34.107078767563,-174.012381614338,2023,384.876513409962,72.4757634541083,18.830913534313,"Ambos déficit","Cenário 1"
"384","SP",35015,"Grande ABC",255.609425089208,116.83747393856,45.709376286803,-138.771951150648,2023,402.664281609195,88.2329139119926,21.9122772845362,"Ambos déficit","Cenário 1"
"385","SP",35016,"São Paulo",1226.0986088597,512.174724529436,41.7727188358668,-713.923884330261,2023,1948.28326628352,480.185735833607,24.6466078184612,"Ambos déficit","Cenário 1"
"386","SP",35021,"Central do DRS II",31.8124101144943,13.3868563043379,42.0806102277634,-18.4255538101564,2023,43.9820593869732,13.1803964600391,29.9676655521567,"Ambos déficit","Cenário 1"
"387","SP",35022,"Lagos do DRS II",25.9980920468382,10.3954848160254,39.9855681612976,-15.6026072308128,2023,26.4027777777778,9.74781143856375,36.9196435337501,"Ambos déficit","Cenário 1"
"388","SP",35023,"Consórcios do DRS II",29.227071659035,10.3603042617485,35.4476301376083,-18.8667673972865,2023,42.0165229885057,10.8770742459583,25.8876115211482,"Ambos déficit","Cenário 1"
"389","SP",35031,"Central do DRS III",50.9871203412062,28.5681148825504,56.0300614966533,-22.4190054586557,2023,50.1638505747126,17.5650243470004,35.0153031431261,"Ambos déficit","Cenário 1"
"390","SP",35032,"Centro Oeste do DRS III",16.612196455485,9.93487491787042,59.8047039986102,-6.67732153761459,2023,21.8981609195402,6.70489247153658,30.6185185878037,"Ambos déficit","Cenário 1"
"391","SP",35033,"Norte do DRS III",14.7100726992055,5.41119667471837,36.7856555529506,-9.29887602448715,2023,22.6666187739464,4.77392764484451,21.0614899930809,"Ambos déficit","Cenário 1"
"392","SP",35034,"Coração do DRS III",45.1948757429281,15.2126952706366,33.6602214754778,-29.9821804722915,2023,62.0830172413793,10.1328848990708,16.3215084403421,"Ambos déficit","Cenário 1"
"393","SP",35041,"Baixada Santista",194.916310465849,71.7823276334902,36.8272554830997,-123.133982832359,2023,304.396455938697,65.6880872837087,21.5797805796194,"Ambos déficit","Cenário 1"
"394","SP",35051,"Norte - Barretos",34.2477960595067,11.8755143062833,34.6752657766626,-22.3722817532234,2023,47.7743965517241,8.11596029533043,16.9880958863468,"Ambos déficit","Cenário 1"
"395","SP",35052,"Sul - Barretos",13.2316993793552,6.51838450292398,49.2633963033829,-6.71331487643117,2023,22.4496168582375,5.53075048732944,24.6362800855553,"Ambos déficit","Cenário 1"
"396","SP",35061,"Vale do Jurumirim",53.7538190919211,18.4426859429281,34.3095360562017,-35.311133148993,2023,51.7630747126437,17.4402602689853,33.6924735746529,"Ambos déficit","Cenário 1"
"397","SP",35062,"Bauru",74.2361784913659,33.5175469670059,45.1498819688088,-40.71863152436,2023,109.092509578544,29.1833814109276,26.7510404918463,"Ambos déficit","Cenário 1"
"398","SP",35063,"Polo Cuesta",37.8224822460195,17.8964552093789,47.3169769582278,-19.9260270366407,2023,51.2220689655172,14.8592830661814,29.0095331295279,"Ambos déficit","Cenário 1"
"399","SP",35064,"Jaú",38.5058446972172,11.7773771970362,30.5859468598732,-26.7284675001811,2023,53.4227969348659,8.95017134258919,16.7534682871461,"Ambos déficit","Cenário 1"
"400","SP",35065,"Lins",20.6652873942705,8.37187382940749,40.5117706310178,-12.293413564863,2023,25.3826340996169,8.54856664389749,33.6788002787565,"Ambos déficit","Cenário 1"
"401","SP",35071,"Bragança",56.5327109917426,30.6040325230123,54.135087431916,-25.9286784687304,2023,90.3133045977011,20.2683561635751,22.4422705534474,"Ambos déficit","Cenário 1"
"402","SP",35072,"Região Metropolitana de Campinas",334.065578863278,168.328968222058,50.3880013004721,-165.73661064122,2023,528.391072796935,116.595296360194,22.0660988352849,"Ambos déficit","Cenário 1"
"403","SP",35073,"Jundiaí",107.497301711853,33.183240409267,30.868905433752,-74.314061302586,2023,153.391388888889,27.5364523062215,17.9517588996915,"Ambos déficit","Cenário 1"
"404","SP",35074,"Circuito das Águas",18.9108356950113,10.6859614628392,56.5070821574435,-8.22487423217212,2023,20.2878352490421,8.12982042207368,40.0723897955427,"Ambos déficit","Cenário 1"
"405","SP",35081,"Três Colinas",68.6014957757492,7.52994100585996,10.9763510557766,-61.0715547698893,2023,76.1314367816092,4.51796460351597,5.93442708361884,"Ambos déficit","Cenário 1"
"406","SP",35082,"Alta Anhanguera",16.240947946362,9.18706398845322,56.5672891680632,-7.05388395790878,2023,25.0062835249042,5.25920134712533,21.0315193054882,"Ambos déficit","Cenário 1"
"407","SP",35083,"Alta Mogiana",10.6614219665419,5.00019965158841,46.8999319910631,-5.66122231495348,2023,17.9893007662835,4.39672727984498,24.440790317351,"Ambos déficit","Cenário 1"
"408","SP",35091,"Adamantina",11.009908234741,7.62018129916807,69.2120328044433,-3.38972693557296,2023,17.1019061302682,10.294494397819,60.1950117104144,"Ambos déficit","Cenário 1"
"409","SP",35092,"Assis",34.9284860256299,11.7739254579964,33.7086624635173,-23.1545605676335,2023,36.6874712643678,14.2628807984151,38.876707243292,"Ambos déficit","Cenário 1"
"410","SP",35093,"Marília",59.4871302319524,21.9605989471947,36.9165546590765,-37.5265312847577,2023,63.4243582375479,25.1951057688745,39.7246522771417,"Ambos déficit","Cenário 1"
"411","SP",35094,"Ourinhos",28.3801659092853,8.57916137229986,30.2294264230955,-19.8010045369855,2023,39.2743390804598,6.53650390270465,16.6431926182477,"Ambos déficit","Cenário 1"
"412","SP",35095,"Tupã",20.6982719846296,6.36299763577001,30.7416852986333,-14.3352743488596,2023,19.8897318007663,6.67517933795787,33.560931865862,"Ambos déficit","Cenário 1"
"413","SP",35101,"Araras",35.7287760831205,11.033633860377,30.8816451890433,-24.6951422227435,2023,52.8653256704981,10.2819297524265,19.4492885875939,"Ambos déficit","Cenário 1"
"414","SP",35102,"Limeira",46.7101519668963,11.6153189420799,24.8667975867681,-35.0948330248164,2023,59.2165708812261,7.50385134859785,12.6718775453052,"Ambos déficit","Cenário 1"
"415","SP",35103,"Piracicaba",86.0216033349837,13.5500197015284,15.7518799652712,-72.4715836334553,2023,103.053639846743,10.2192219070558,9.9164104463009,"Ambos déficit","Cenário 1"
"416","SP",35104,"Rio Claro",38.1673592525644,29.1405938529547,76.34951545933,-9.02676539960972,2023,41.37219348659,16.8168901955878,40.6478090194533,"Ambos déficit","Cenário 1"
"417","SP",35111,"Alta Paulista",14.7240388174263,9.07966108126943,61.6655606104721,-5.64437773615684,2023,19.8231800766284,10.2943314600346,51.9307771015593,"Ambos déficit","Cenário 1"
"418","SP",35112,"Alta Sorocabana",40.5980976048654,16.0129364781142,39.4425784034649,-24.5851611267511,2023,65.685775862069,15.0526069543222,22.9160830587288,"Ambos déficit","Cenário 1"
"419","SP",35113,"Alto Capivari",5.86097697544442,5.43736247219384,92.7722885616957,-0.42361450325058,2023,9.49768199233717,6.54497334615925,68.9112706809915,"Ambos déficit","Cenário 1"
"420","SP",35114,"Extremo Oeste Paulista",11.7032911943799,4.19758320306306,35.8666902612728,-7.50570799131686,2023,11.9726245210728,4.06537585808469,33.9555947063177,"Ambos déficit","Cenário 1"
"421","SP",35115,"Pontal do Paranapanema",6.09724618021452,6.25082799735041,102.518871841427,0.15358181713589,2023,10.008908045977,6.3166261867962,63.1100431513617,"Superávit em médicos e déficit de enfermeiros","Cenário 1"
"422","SP",35121,"Vale do Ribeira",30.9048284673331,27.8812247102394,90.216403367876,-3.02360375709369,2023,50.1495977011494,31.2364732642937,62.2865879212782,"Ambos déficit","Cenário 1"
"423","SP",35131,"Horizonte Verde",50.7112074737127,16.0703370750117,31.6899121034382,-34.6408703987009,2023,67.8717432950192,10.2963214927839,15.1702623108246,"Ambos déficit","Cenário 1"
"424","SP",35132,"Aquífero Guarani",100.165607048194,73.8152846436908,73.6932434385137,-26.3503224045033,2023,148.374885057471,40.2061702538421,27.097692603616,"Ambos déficit","Cenário 1"
"425","SP",35133,"Vale das Cachoeiras",16.1811687209336,6.72140977795392,41.5384691543226,-9.45975894297971,2023,21.778122605364,3.35817233065821,15.4199349113366,"Ambos déficit","Cenário 1"
"426","SP",35141,"Baixa Mogiana",39.3478985232319,11.1279483103854,28.2809215435361,-28.2199502128465,2023,52.7601149425287,8.04732985157813,15.2526768759773,"Ambos déficit","Cenário 1"
"427","SP",35142,"Mantiqueira",26.5899035203011,15.290568031924,57.5051655236349,-11.2993354883772,2023,43.6411111111111,11.2672038648308,25.8178666353024,"Ambos déficit","Cenário 1"
"428","SP",35143,"Rio Pardo",23.3448840835465,10.2567764067507,43.9358635067274,-13.0881076767958,2023,30.54030651341,9.29401207860775,30.4319541604038,"Ambos déficit","Cenário 1"
"429","SP",35151,"Catanduva",30.047921547769,11.5980138280236,38.5983896076989,-18.4499077197454,2023,45.0914272030651,9.02610339317767,20.0173380020318,"Ambos déficit","Cenário 1"
"430","SP",35152,"Santa Fé do Sul",5.01445803601767,1.1574328916072,23.0819140033407,-3.85702514441046,2023,7.79722222222222,1.66965851172273,21.4135042472456,"Ambos déficit","Cenário 1"
"431","SP",35153,"Jales",12.8631454673472,5.8355863331998,45.3667133596001,-7.0275591341474,2023,15.2620498084291,6.93368053568363,45.4308603543818,"Ambos déficit","Cenário 1"
"432","SP",35154,"Fernandópolis",16.3740550467731,5.67658789558568,34.6681862212524,-10.6974671511875,2023,17.2184003831418,6.70523133975221,38.9422431268191,"Ambos déficit","Cenário 1"
"433","SP",35155,"São José do Rio Preto",82.4214955570028,43.5510647718573,52.8394498031612,-38.8704307851455,2023,123.470603448276,34.1006819761432,27.6184622280789,"Ambos déficit","Cenário 1"
"434","SP",35156,"José Bonifácio",16.5152659719271,7.75337631055308,46.9467238598056,-8.76188966137406,2023,16.957816091954,5.807133520292,34.2445836704604,"Ambos déficit","Cenário 1"
"435","SP",35157,"Votuporanga",22.3646402146215,14.3885333434316,64.3360823395886,-7.97610687118988,2023,30.1805076628353,15.6289241488999,51.7848285505999,"Ambos déficit","Cenário 1"
"436","SP",35161,"Itapetininga",72.8452439533315,29.3205253869779,40.250432005914,-43.5247185663537,2023,90.9688026819923,28.5619386854724,31.3975097433335,"Ambos déficit","Cenário 1"
"437","SP",35162,"Itapeva",54.7752941442221,20.9097799987894,38.1737429720312,-33.8655141454327,2023,54.9843295019157,18.08677638703,32.8944201936659,"Ambos déficit","Cenário 1"
"438","SP",35163,"Sorocaba",212.670705264672,93.0647837058817,43.760039066058,-119.60592155879,2023,321.125450191571,65.0728469561392,20.2639955560418,"Ambos déficit","Cenário 1"
"439","SP",35171,"Alto Vale do Paraíba",124.509101798558,57.8005456428811,46.42274725939,-66.7085561556768,2023,185.791570881226,51.0004814496009,27.4503742057301,"Ambos déficit","Cenário 1"
"440","SP",35172,"Circuito da Fé e Vale Histórico",49.905466063228,15.926094261654,31.9125248554465,-33.9793718015739,2023,75.2267337164751,15.1927605919483,20.1959593901934,"Ambos déficit","Cenário 1"
"441","SP",35173,"Litoral Norte",69.8343047372532,24.5972893783468,35.2223587975743,-45.2370153589064,2023,68.0244444444444,23.4028838243148,34.4036383030337,"Ambos déficit","Cenário 1"
"442","SP",35174,"Vale do Paraíba/Região Serrana",72.3107920893554,26.4407631890839,36.5654453852624,-45.8700289002715,2023,105.780498084291,20.0818235969615,18.9844290399911,"Ambos déficit","Cenário 1"
"443","TO",17001,"Médio Norte Araguaia",56.6949879423033,19.6947599729547,34.7380971189154,-37.0002279693486,2023,68.6439942528736,31.9223123732252,46.504159206745,"Ambos déficit","Cenário 1"
"444","TO",17002,"Bico do Papagaio",28.4030360067857,18.8001731590459,66.1907169168622,-9.60286284773973,2023,43.1181896551724,25.4658060792279,59.0604714225821,"Ambos déficit","Cenário 1"
"445","TO",17003,"Sudeste",11.6633952991792,7.03058027722367,60.2790190753324,-4.63281502195555,2023,18.5191570881226,11.4329062452048,61.735564911523,"Ambos déficit","Cenário 1"
"446","TO",17004,"Cerrado Tocantins Araguaia",23.8688463520351,12.7190221181414,53.2871255298726,-11.1498242338938,2023,32.8615900383142,17.3624746374628,52.8351629279638,"Ambos déficit","Cenário 1"
"447","TO",17005,"Ilha do Bananal",37.3007910271714,11.9632058241875,32.0722577048648,-25.3375852029839,2023,38.0352011494253,14.1333184871454,37.1585217378533,"Ambos déficit","Cenário 1"
"448","TO",17006,"Capim Dourado",67.0973754511088,36.5080615988837,54.41056576868,-30.5893138522251,2023,92.0290996168582,48.3097083699378,52.4939487304168,"Ambos déficit","Cenário 1"
"449","TO",17007,"Cantão",17.0193251026222,6.13289774222856,36.0349056454868,-10.8864273603936,2023,26.9835727969349,6.64328654762208,24.6197440109811,"Ambos déficit","Cenário 1"
"450","TO",17008,"Amor Perfeito",27.9865161464797,8.15129085590741,29.1257790474672,-19.8352252905723,2023,28.281877394636,10.3586926109627,36.6266088577535,"Ambos déficit","Cenário 1"
"451","AC",12001,"Alto Acre",18.5294303207318,5.99025823558921,32.3283454045911,-12.5391720851426,2023,20.2788699238508,8.35005693445769,41.1761452478022,"Ambos déficit","Cenário 2"
"452","AC",12002,"Baixo Acre e Purus",76.0434325963547,18.4732016636742,24.2929613155834,-57.5702309326805,2023,115.695105415759,23.7910036916423,20.5635351695715,"Ambos déficit","Cenário 2"
"453","AC",12003,"Juruá e Tarauacá/Envira",44.8314358241092,12.9907917201054,28.9769700240545,-31.8406441040038,2023,72.2851997642811,20.1941632534856,27.9367883319654,"Ambos déficit","Cenário 2"
"454","AL",27001,"1ª Região de Saúde",125.635827706559,41.3244514565895,32.8922507305072,-84.3113762499699,2023,193.283999319693,40.58890296788,20.9996187531001,"Ambos déficit","Cenário 2"
"455","AL",27002,"2ª Região de Saúde",23.9580986164913,9.44904369152869,39.4398731000488,-14.5090549249626,2023,36.6783367411899,9.46537738848898,25.8064520626404,"Ambos déficit","Cenário 2"
"456","AL",27003,"3ª Região de Saúde",31.4372488142958,11.5539168368513,36.7523153985321,-19.8833319774445,2023,44.4584634095132,13.7074021467993,30.8319296160518,"Ambos déficit","Cenário 2"
"457","AL",27004,"4ª Região de Saúde",15.3001298361987,6.78174623760354,44.3247626667754,-8.51838359859511,2023,26.2560210533798,6.5735347303087,25.0362944063168,"Ambos déficit","Cenário 2"
"458","AL",27005,"5ª Região de Saúde",29.4443099347313,11.1287216536519,37.7958311073369,-18.3155882810795,2023,39.3752131923078,12.3491744751328,31.3628129829282,"Ambos déficit","Cenário 2"
"459","AL",27006,"6ª Região de Saúde",24.9378248696234,10.0550604866318,40.320519288271,-14.8827643829917,2023,40.2923248818132,10.1890003979665,25.2876954304653,"Ambos déficit","Cenário 2"
"460","AL",27007,"7ª Região de Saúde",70.8828990349392,24.6903089293271,34.8325326213829,-46.1925901056121,2023,112.644285258183,25.056831733946,22.2442103267958,"Ambos déficit","Cenário 2"
"461","AL",27008,"8ª Região de Saúde",23.6282566683116,6.74296803172586,28.5377297461348,-16.8852886365858,2023,31.3548938516675,8.81942064650107,28.1277324306172,"Ambos déficit","Cenário 2"
"462","AL",27009,"9ª Região de Saúde",34.801054507777,11.1441150390721,32.0223487382594,-23.6569394687049,2023,56.671239988534,13.1221112884542,23.1547982558863,"Ambos déficit","Cenário 2"
"463","AL",27010,"10ª Região de Saúde",25.5043028566621,9.31939778709795,36.5404921650842,-16.1849050695641,2023,34.5899802952328,10.1200333358177,29.2571237376867,"Ambos déficit","Cenário 2"
"464","AM",13001,"Manaus, Entorno e Alto Rio Negro",467.672751663979,119.908493565662,25.6394012990981,-347.764258098317,2023,452.189686500172,153.498448041778,33.9455880185625,"Ambos déficit","Cenário 2"
"465","AM",13002,"Rio Negro e Solimões",49.2418064054691,15.3074469178434,31.0862822370856,-33.9343594876256,2023,79.3730481459543,22.2231752687509,27.9983896144269,"Ambos déficit","Cenário 2"
"466","AM",13003,"Rio Madeira",44.2554515525402,14.8097718778005,33.4642882588562,-29.4456796747397,2023,48.805222644269,20.2997428069741,41.5933822388941,"Ambos déficit","Cenário 2"
"467","AM",13004,"Médio Amazonas",41.0288791956405,10.6148450540037,25.8716427601843,-30.4140341416369,2023,43.6918382642732,14.4382629916485,33.0456752684966,"Ambos déficit","Cenário 2"
"468","AM",13005,"Baixo Amazonas",69.1729491740077,13.1705151418326,19.039979210228,-56.0024340321751,2023,68.3158293519336,24.0794266734516,35.2472141550164,"Ambos déficit","Cenário 2"
"469","AM",13006,"Regional Purus",35.3587543910787,8.41239499473529,23.791547919623,-26.9463593963434,2023,38.0078055063377,15.272240651437,40.181853300871,"Ambos déficit","Cenário 2"
"470","AM",13007,"Regional Juruá",26.1140405639254,6.97782847466396,26.7206005810656,-19.1362120892615,2023,39.2325834758203,10.9728506414855,27.9687180127921,"Ambos déficit","Cenário 2"
"471","AM",13008,"Triângulo",46.0464918263972,10.7331446137084,23.3093644879053,-35.3133472126888,2023,48.916318897883,19.3317710461293,39.5200854882111,"Ambos déficit","Cenário 2"
"472","AM",13009,"Alto Solimões",90.7724082623921,17.8097836020171,19.6202612037516,-72.962624660375,2023,98.1381480265018,39.7491771480064,40.5032884228388,"Ambos déficit","Cenário 2"
"473","AP",16001,"Área Central",107.084730178614,30.2567187803207,28.2549330141221,-76.8280113982932,2023,115.752831990649,46.8718806038544,40.4930745950484,"Ambos déficit","Cenário 2"
"474","AP",16002,"Área Norte",16.6287023249591,3.49947657512117,21.0447965615968,-13.129225749838,2023,18.9029820333364,8.16964135702747,43.218796603731,"Ambos déficit","Cenário 2"
"475","AP",16003,"Área Sudoeste",40.1742986919887,10.3009825098506,25.6407276423839,-29.873316182138,2023,47.1148541271519,14.9897763415256,31.8153937207824,"Ambos déficit","Cenário 2"
"476","BA",29001,"Alagoinhas",66.1334691357088,23.4832243514118,35.5088348733425,-42.650244784297,2023,81.0239736008333,24.586329684889,30.3445123612601,"Ambos déficit","Cenário 2"
"477","BA",29002,"Barreiras",69.3676477200268,28.4251029063776,40.9774640493844,-40.9425448136492,2023,107.700373222326,28.4019459997329,26.3712605165283,"Ambos déficit","Cenário 2"
"478","BA",29003,"Brumado",59.1814685010203,26.7604395322962,45.2175997150778,-32.4210289687241,2023,68.1027879335163,29.8697953155635,43.8598715587431,"Ambos déficit","Cenário 2"
"479","BA",29004,"Camaçari",69.6956599196765,32.059579050196,45.9993909048918,-37.6360808694805,2023,88.8760409948574,26.0235170007608,29.2806888217113,"Ambos déficit","Cenário 2"
"480","BA",29005,"Cruz das Almas",35.4160527999098,15.1572258944114,42.7976149122128,-20.2588269054985,2023,40.0469664607892,17.1954561224117,42.9382238958053,"Ambos déficit","Cenário 2"
"481","BA",29006,"Feira de Santana",128.992392034085,46.739240294486,36.234106180569,-82.2531517395986,2023,175.175895603511,51.1142229900714,29.1787992942602,"Ambos déficit","Cenário 2"
"482","BA",29007,"Guanambi",63.1441453525121,33.0088122594892,52.2753330102297,-30.1353330930229,2023,76.5582413335386,35.6094244686898,46.5128558969262,"Ambos déficit","Cenário 2"
"483","BA",29008,"Ibotirama",25.2811950550793,8.89872073782266,35.1989718778535,-16.3824743172566,2023,38.0557735026555,9.5446733807632,25.0807499159022,"Ambos déficit","Cenário 2"
"484","BA",29009,"Ilhéus",45.0778336105036,15.765155063693,34.9731870433533,-29.3126785468106,2023,51.5092957181103,17.2387785182086,33.4673155163089,"Ambos déficit","Cenário 2"
